title_theme,title_index,author,theme,cycle,collection,mss,ff,page
King Horn,King Horn,,British and English Traditions,,Harley,Harley 2253.,ff. 83-92 b,447
Pontus et Sidoine,Pontus and Sidoine,,British and English Traditions,,Royal,15. E. vi.,ff. 207-226 b,469
Guy of Warwick,Guy of Warwick,,British and English Traditions,,Royal,8. F. ix.,ff. 105-159,471
Guy of Warwick,Guy of Warwick,,British and English Traditions,,Cotton,Vespasian D. ix.,ff. 40-43 b,471
Guy of Warwick,Guy of Warwick,,British and English Traditions,,Harley,Harley 3775.,ff. 15-26 b,471
Guy of Warwick,Guy of Warwick,,British and English Traditions,,Harley,Harley 5243,,471
Guy of Warwick,Guy of Warwick,,British and English Traditions,,Harley,Harley 7333.,ff. 33-35 b,471
Guy of Warwick,Guy of Warwick,,British and English Traditions,,Lansdowne,Lansdowne 699.,ff. 18 b-27 b,471
Guy of Warwick,Guy of Warwick,,British and English Traditions,,Sloane,Sloane 1044.,ff. 625,471
Guy of Warwick,Guy of Warwick,,British and English Traditions,,Additional,"Add. 14,408.",ff. 74-77,471
Fulk Fitz-Warin,Fulk Fitz-Warin,,British and English Traditions,,Royal,12. C. xii.,ff. 33-60 b,501
Tale of Gamelyn,Tale of Gamelyn,,British and English Traditions,,Royal,17. D. xv.,ff. 66 b-79 b,509
Tale of Gamelyn,Tale of Gamelyn,,British and English Traditions,,Royal,18. C. ii.,ff. 56 b-67 b,509
Tale of Gamelyn,Tale of Gamelyn,,British and English Traditions,,Harley,Harley 1758.,ff. 48-55,509
Tale of Gamelyn,Tale of Gamelyn,,British and English Traditions,,Harley,Harley 7334.,ff. 59-70 b,509
Tale of Gamelyn,Tale of Gamelyn,,British and English Traditions,,Lansdowne,Lansdowne 851.,ff. 54 b-65,509
Tale of Gamelyn,Tale of Gamelyn,,British and English Traditions,,Sloane,Sloane 1685.,ff. 51 b-62 b,509
Tale of Gamelyn,Tale of Gamelyn,,British and English Traditions,,Sloane,Sloane 1686.,ff. 71-86 b,509
Robin and Gandeleyn,Robyn and Gandelyn,,British and English Traditions,,Sloane,Sloane 2593.,ff. 14 b-15 b,516
Robin Hood,Robin Hood,,British and English Traditions,,Additional,Add. 27879,ff. 2-10,517
"Adam Bell, and other Ballads of Forest life",,,British and English Traditions,,,,,522
Miscellaneous Ballads,Miscellaneous Ballads,,British and English Traditions,,Additional,Add. 27879,ff. 14 b-24,525
Scottish Ballads,Scottish Ballads,,British and English Traditions,,Additional,"Add. 22,311",,531
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Royal,4. C. xi.,ff. 280-286 b,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Royal,13. D. i.,ff. 212 b-222,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Cotton,Caligula B. vii.,ff. 192-203 b,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Cotton,Nero A. xi.,ff. 8-63,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Cotton,Nero A. xi.,ff. 8-63,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Cotton,Vespasian A. xiii.,ff. 94-114 b,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Cotton,Titus A. xix.,ff. 24-43,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Harley,Harley 108.,ff. 4 b-31 b,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Harley,Harley 273.,ff. 86-102 b,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Harley,Harley 2361.,ff. 138-139 b,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Harley,Harley 2500.,ff. 139-155,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Harley,Harley 3043.,ff. 17-31,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Harley,Harley 6358.,ff. 60-83,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Arundel,Arundel 220.,ff. 284-298 b,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Additional,Add. 6924.,ff. 297-303,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Additional,"Add. 12,213.",ff. 1-184 b,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Additional,"Add. 17,920.",ff. 6 b-19 b,546
Turpin's Chronicle,Turpin's Chronicle,,French Traditions,Cycle of Charlemagne,Additional,"Add. 19,513.",ff. 141-163,546
Karolellus,Karolellus,,French Traditions,Cycle of Charlemagne,Royal,13. A. xviii.,ff. 136-149 b,595
Philomena,Philomena,,French Traditions,Cycle of Charlemagne,Additional,"Add. 21,218",,596
Aspremont,Aspremont,,French Traditions,Cycle of Charlemagne,Royal,15. E. vi.,ff. 43-69 b,598
Aspremont,Aspremont,,French Traditions,Cycle of Charlemagne,Additional,"Add. 10,508.",ff. 1-63 b,598
Ogier le Danois,Ogier le Danois,,French Traditions,Cycle of Charlemagne,Royal,15. E. vi.,ff. 86-154 b,604
Enfances Ogier,Enfances Ogier,Adenet le Roi,French Traditions,Cycle of Charlemagne,Harley,Harley 4404.,ff. 102-251 b,610
Fierabras,Fierabras,,French Traditions,Cycle of Charlemagne,Royal,15. E. vi.,ff. 70-85 b,616
Quatre Fils Aimon,Quatre fils Aimon,,French Traditions,Cycle of Charlemagne,Royal,15. E. vi.,ff. 155-206,619
Quatre Fils Aimon,Quatre fils Aimon,,French Traditions,Cycle of Charlemagne,Royal,16. G. ii.,,619
Quatre Fils Aimon,Quatre fils Aimon,,French Traditions,Cycle of Charlemagne,Sloane,Sloane 960,,619
Voyage de Charlemagne,,,French Traditions,Cycle of Charlemagne,,,,625
Simon de Pouille,Simon de Pouille,,French Traditions,Cycle of Charlemagne,Royal,15. E. vi.,ff. 25-42 b,627
Gui de Bourgogne,Gui de Bourgogne,,French Traditions,Cycle of Charlemagne,Harley,Harley 527.,ff. 1-32,630
Battle of Roncevaux,Battle of Roncevaux,,French Traditions,Cycle of Charlemagne,Cotton,Titus A. xix.,ff. 153-155,630
Guillaume d'Orange,Guillaume d'Orange,,French Traditions,,Royal,20. B. xix.,,632
Guillaume d'Orange,Guillaume d'Orange,,French Traditions,,Royal,20. D. xi.,,632
Guillaume d'Orange,Guillaume d'Orange,,French Traditions,,Harley,Harley 1321,,632
Girard de Roussillon,Girard de Roussillon,,French Traditions,,Harley,Harley 4334,,663
Doon de la Roche,Doon de la Roche,,French Traditions,,Harley,Harley 4404.,ff. 1-98,671
Reali di Francia,Reali di Francia,,French Traditions,,Additional,"Add. 22,312",,672
Amys and Amylion,Amys and Amylion,,French Traditions,,Harley,Harley 2386.,ff. 131-138,674
Ricciardetto,Riccardetto,Niccolo Fortiguerra,French Traditions,,Additional,"Add. 10,321",,680
Romance of the Peers of France,Romance of the Peers of France,,French Traditions,,Additional,"Add. 10,508.",ff. 64-96 b,682
Magus saga,Magus saga Jarls,,French Traditions,,Additional,Add. 4860.,ff. 157-188 b,684
Magus saga,Magus saga Jarls,,French Traditions,,Additional,Add. 4869.,ff. 67-101 b,684
Magus saga,Magus saga Jarls,,French Traditions,,Additional,Add. 4874.,ff. 1-66,684
Mélusine,Mélusine,,French Traditions,,Royal,18. B. ii.,,687
Mélusine,Mélusine,,French Traditions,,Harley,Harley 4418,,687
Mélusine,Mélusine,,French Traditions,,Additional,Add. 6796,,687
Partonopeus de Blois,Partonopeus de Blois,,French Traditions,,Additional,"Add. 15,212.",ff. 14 b-196 b,698
Chevalier au Cygne,,,Miscellaneous Romance,,,,,708
Florence de Rome,Florence de Rome,,Miscellaneous Romance,,Lansdowne,Lansdowne 362.,"ff. 75*, 75**, 76, 77",711
The Chaste Duchess,The Chaste Duchess,Jacob Wimpheling,Miscellaneous Romance,,Additional,"Add. 25,569.",ff. 15 b-21,713
Floire et Blancheflor,Floire et Blancheflor,,Miscellaneous Romance,,Additional,"Add. 15,213",,714
Filocolo,Filocolo,Boccaccio,Miscellaneous Romance,,Harley,Harley 3314,,716
Filocolo,Filocolo,Boccaccio,Miscellaneous Romance,,Additional,"Add. 14,682",,716
Blanchandin et Orgueillose d'Amors,Blanchandin et Orgueillose d'Amors,,Miscellaneous Romance,,Additional,"Add. 15,212.",ff. 197-266 b,727
Ipomedon,Ipomedon,Hue de Rotelande,Miscellaneous Romance,,Harley,Harley 2252.,ff. 54-84,728
"Le Dit de Guillaume d'Angleterre, etc","Les deux Chevaliers, and Le dit de Guillaume d'Angleterre",,Miscellaneous Romance,,Additional,"Add. 15,606.","ff. 110, col. 2,-113, col. 2; and 140 b-152",757
Sir Isumbras,Sir Isumbras,,Miscellaneous Romance,,Cotton,Caligula A. ii.,ff. 130-134,760
Octavian the Emperor,Octavian the Emperor,,Miscellaneous Romance,,Cotton,Caligula A. ii.,ff. 22 b-35,762
King Robert of Sicily,King Robert of Sicily,,Miscellaneous Romance,,Harley,Harley 525.,ff. 35-43 b,763
King Robert of Sicily,King Robert of Sicily,,Miscellaneous Romance,,Harley,Harley 1701.,ff. 92-95,763
King Robert of Sicily,King Robert of Sicily,,Miscellaneous Romance,,Additional,"Add. 22,283.",ff. 90 b-91 b,763
Sir Eglamour of Ortois,Sir Eglamour of Artois,,Miscellaneous Romance,,Cotton,Caligula A. ii.,ff. 5 b-13,766
The King of Tars,The Diana of Montemayor,,Miscellaneous Romance,,Additional,"Add. 18,688",,767
Theseus de Cologne,Theseus de Cologne,,Miscellaneous Romance,,Additional,"Add. 16,955",,769
Petit Jean de Saintré,Petit Jean de Saintré,Antoine de la Salle,Miscellaneous Romance,,Cotton,Nero D. ix.,ff. 1-108,775
Petit Jean de Saintré,Petit Jean de Saintré,Antoine de la Salle,Miscellaneous Romance,,Additional,"Add. 11,614",,775
Floridam and Elluide by Rasse de Brinchamel,Floridam and Elluide,,Miscellaneous Romance,,Cotton,Nero D. ix.,ff. 109-115,779
The Three Kings' Sons,The Three Kings' Sons,,Miscellaneous Romance,,Harley,Harley 326.,ff. 8-123 b,782
Uberto and Philomena,Uberto and Philomena,,Miscellaneous Romance,,Additional,"Add. 12,196.",ff. 1-48 b,784
Amadis de Gaula (English translation),Amadis de Gaula,,Miscellaneous Romance,,Lansdowne,Lansdowne 766.,ff. 1-18 b,787
Diana,,Jorge de Montemayor (English translation),Miscellaneous Romance,,,,,789
Fiammetta,Fiammetta,Boccaccio,Miscellaneous Romance,,Harley,Harley 3573,,792
Fiammetta,Fiammetta,Boccaccio,Miscellaneous Romance,,Harley,Harley 5427,,792
Corbaccio,Corbaccio,Boccaccio,Miscellaneous Romance,,Harley,Harley 3581,,794
Theagenes and Stelliana,Theagenes and Stelliana,Sir Kenelm Digby,Miscellaneous Romance,,Harley,Harley 6758,,795
Aronus and Marina,Aronus and Marina,,Miscellaneous Romance,,Harley,Harley 2678.,ff. 93-96 b,797
Antiochus,Tale of Antiochus,Leonardo Bruni,Miscellaneous Romance,,Harley,Harley 3830.,ff. 11 b-17 b,798
Tale of Two Lovers,Tale of Two Lovers,Aeneas Sylvius,Miscellaneous Romance,,Royal,12. C. xx.,ff. 17-46,799
Tale of Two Lovers,Tale of Two Lovers,Aeneas Sylvius,Miscellaneous Romance,,Harley,Harley 1883.,ff. 119-135 b,799
Tale of Two Lovers,Tale of Two Lovers,Aeneas Sylvius,Miscellaneous Romance,,Harley,Harley 2492.,ff. 154 b-169 b,799
Cassandra,Cassandra,Gautier de Costes (English translation),Miscellaneous Romance,,Sloane,Sloane 457,,803
Contes et Fabliaux,Contes et Fabliaux,,Miscellaneous Romance,,Additional,"Add. 15,210-15,213",,804
Romances and Ballads,Romances and Ballads,,Miscellaneous Romance,,Additional,"Add. 27,979",,817
"Tales and Fables, etc (German)",Tales and Fables,,Miscellaneous Romance,,Additional,"Add. 24,946",,826
Romantic Tales (Icelandic),Two Romantic Tales,,Miscellaneous Romance,,Additional,Add. 4869.,"ff. 161, 206",841
Romantic Tales (Icelandic),Two Romantic Tales,,Miscellaneous Romance,,Additional,"Add. 11,241.","ff. 95, 140",841
Romantic Tales (Icelandic),Two Romantic Tales,,Miscellaneous Romance,,Additional,"Add. 24,973.",ff. 2-69 b,841
Roman de la Rose,Roman de la Rose,Guillaume de Lorris and Jean de Meung,Allegorical and Didactic Romance,,Royal,19. A. xviii.,,874
Roman de la Rose,Roman de la Rose,Guillaume de Lorris and Jean de Meung,Allegorical and Didactic Romance,,Royal,19. B. xii.,ff. 2-147 b,874
Roman de la Rose,Roman de la Rose,Guillaume de Lorris and Jean de Meung,Allegorical and Didactic Romance,,Royal,19. B. xiii.,,874
Roman de la Rose,Roman de la Rose,Guillaume de Lorris and Jean de Meung,Allegorical and Didactic Romance,,Royal,20. A. xvii.,,874
Roman de la Rose,Roman de la Rose,Guillaume de Lorris and Jean de Meung,Allegorical and Didactic Romance,,Royal,20. D. vii.,,874
Roman de la Rose,Roman de la Rose,Guillaume de Lorris and Jean de Meung,Allegorical and Didactic Romance,,Harley,Harley 4425,,874
Roman de la Rose,Roman de la Rose,Guillaume de Lorris and Jean de Meung,Allegorical and Didactic Romance,,Additional,"Add. 12,042",,874
Roman de la Rose,Roman de la Rose,Guillaume de Lorris and Jean de Meung,Allegorical and Didactic Romance,,Additional,"Add. 16,169.","ff. 1, 477",874
Roman de la Rose,Roman de la Rose,Guillaume de Lorris and Jean de Meung,Allegorical and Didactic Romance,,Additional,"Add. 31,840",,874
Roman de la Rose,Roman de la Rose,Guillaume de Lorris and Jean de Meung,Allegorical and Didactic Romance,,Egerton,Egerton 881,,874
Roman de la Rose,Roman de la Rose,Guillaume de Lorris and Jean de Meung,Allegorical and Didactic Romance,,Egerton,Egerton 1069,,874
Roman de la Rose,Roman de la Rose,Guillaume de Lorris and Jean de Meung,Allegorical and Didactic Romance,,Egerton,Egerton 2022,,874
Chemin de Vaillance,Le Chemin de Vaillance,Jean de Courcy,Allegorical and Didactic Romance,,Royal,14. E. ii.,ff. 1-293,895
Sydrac and Boctus,Sydrac and Boctus,,Allegorical and Didactic Romance,,Royal,16. F. v.,ff. 1-113 b,903
Sydrac and Boctus,Sydrac and Boctus,,Allegorical and Didactic Romance,,Harley,Harley 1121.,ff. 1-140,903
Sydrac and Boctus,Sydrac and Boctus,,Allegorical and Didactic Romance,,Harley,Harley 4294.,ff. 1-79 b,903
Sydrac and Boctus,Sydrac and Boctus,,Allegorical and Didactic Romance,,Harley,Harley 4361,,903
Sydrac and Boctus,Sydrac and Boctus,,Allegorical and Didactic Romance,,Harley,Harley 4417.,ff. 1-141 b,903
Sydrac and Boctus,Sydrac and Boctus,,Allegorical and Didactic Romance,,Harley,Harley 4486.,ff. 69-146,903
Sydrac and Boctus,Sydrac and Boctus,,Allegorical and Didactic Romance,,Lansdowne,Lansdowne 793,,903
Sydrac and Boctus,Sydrac and Boctus,,Allegorical and Didactic Romance,,Sloane,Sloane 2232,,903
Sydrac and Boctus,Sydrac and Boctus,,Allegorical and Didactic Romance,,Additional,"Add. 10,286.",ff. 2-114,903
Sydrac and Boctus,Sydrac and Boctus,,Allegorical and Didactic Romance,,Additional,"Add. 16,563",,903
Sydrac and Boctus,Sydrac and Boctus,,Allegorical and Didactic Romance,,Additional,"Add. 17,914",,903
Livre de l'Ordre de Chevalerie,Livre de l'Ordre de Chevalerie,,Allegorical and Didactic Romance,,Royal,14. E. ii.,ff. 337-353 b,922
Roman de Troie,Roman de Troie,Benoit de Sainte-More,Appendix,,Harley,Harley 4482,,924
Roman de Troie,Roman de Troie,Benoit de Sainte-More,Appendix,,Additional,Add. 30863,,924
Voeux du Paon,Voeux du Paon,,Appendix,,Harley,Harley 3992,,926
Voeux du Paon,Voeux du Paon,,Appendix,,Arundel,Arundel 230,ff. 181 b,926
Voeux du Paon,Voeux du Paon,,Appendix,,Additional,"Add. 16,956",,926
Voeux du Paon,Voeux du Paon,,Appendix,,Additional,Add. 30864,,926
Titus and Vespasian,Titus and Vespasian,,Appendix,,Royal,16. E. viii.,ff. 73-102 b,928
Titus and Vespasian,Titus and Vespasian,,Appendix,,Cotton,Caligula A. ii.,ff. 111-125,928
Titus and Vespasian,Titus and Vespasian,,Appendix,,Cotton,Vespasian E. xvi.,ff. 70-75 b,928
Titus and Vespasian,Titus and Vespasian,,Appendix,,Additional,"Add. 10,038.",ff. 2-81 b,928
Titus and Vespasian,Titus and Vespasian,,Appendix,,Additional,"Add. 10,289.",ff. 82-121,928
Titus and Vespasian,Titus and Vespasian,,Appendix,,Additional,Add. 31042,ff50-66,928
Athis et Profilias,Roman d'Athis et Profilas,,Appendix,,Additional,"Add. 16,441",,929
Athis et Profilias,Roman d'Athis et Profilas,,Appendix,,Additional,"Add. 16,441",,929
Titurel,Titurel,Albrecht von Scharfenberg,Appendix,,Additional,Add. 30984,,932
Havelok,Havelok,,Appendix,,Royal,13. A. xxi.,ff. 113-117 b,940
Havelok,Havelok,,Appendix,,Royal,13. A. xxi.,ff. 113-117 b,940
"Life of Harold, king of England","Life of Harold, King of England",,Appendix,,Harley,Harley 3776.,ff. 1-24 b,941
Richard Coeur-de-Lion,Richard Coeur-de-Lion,,Appendix,,Additional,Add. 31042,ff125-163 b,944
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Royal,4. C. xi.,ff. 280-286 b,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Royal,13. D. i.,ff. 212 b-222,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Cotton,Caligula B. vii.,ff. 192-203 b,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Cotton,Nero A. xi.,ff. 8-63,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Cotton,Nero A. xi.,ff. 8-63,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Cotton,Vespasian A. xiii.,ff. 94-114 b,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Cotton,Titus A. xix.,ff. 24-43,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Harley,Harley 108.,ff. 4 b-31 b,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Harley,Harley 273.,ff. 86-102 b,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Harley,Harley 2361.,ff. 138-139 b,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Harley,Harley 2500.,ff. 139-155,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Harley,Harley 3043.,ff. 17-31,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Harley,Harley 6358.,ff. 60-83,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Arundel,Arundel 220.,ff. 284-298 b,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Additional,Add. 6924.,ff. 297-303,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Additional,"Add. 12,213.",ff. 1-184 b,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Additional,"Add. 17,920.",ff. 6 b-19 b,950
Turpin's Chronicle,Turpin's Chronicle,,Appendix,,Additional,"Add. 19,513.",ff. 141-163,950
Itinerary to Compostella,"Tinctoris, Compostella",,Appendix,,Additional,"Add. 12,213.",ff. 160 b-181 b,951
Siege of Milan and Sir Otuel,,,Appendix,,,,,953
